0		0	0
3	1	0	0	9.1	-87.7	13.9	-84.9
0	1	0	0	0	0	0	0
3	1	0	0	26.0	-78.0	71.1	-51.8
0	1	0	0	0	0	0	0
3	1	0	0	80.3	-35.8	80.3	-30.2
0	1	0	0	0	0	0	0
3	1	0	0	80.3	-6.1	80.3	6.2
0	1	0	0	0	0	0	0
3	1	0	0	80.3	18.1	80.3	36.0
0	1	0	0	0	0	0	0
3	1	0	0	71.4	51.5	69.2	52.6
0	1	0	0	0	0	0	0
3	1	0	0	53.6	61.7	9.0	87.5
0	1	0	0	0	0	0	0
3	1	0	0	-9.1	87.5	-14.1	84.3
0	1	0	0	0	0	0	0
3	1	0	0	-34.9	72.6	-69.3	52.3
0	1	0	0	0	0	0	0
3	1	0	0	-80.3	33.9	-80.3	31.7
0	1	0	0	0	0	0	0
3	1	0	0	-80.3	15.2	-80.3	-35.9
0	1	0	0	0	0	0	0
3	1	0	0	-71.5	-51.9	-66.3	-54.8
0	1	0	0	0	0	0	0
3	1	0	0	-49.6	-64.7	-34.8	-72.6
0	1	0	0	0	0	0	0
3	1	0	0	-24.5	-78.8	-8.8	-87.8
0	1	0	0	0	0	0	0
3	1	0	0	-1.9	-76.7	-1.9	-9.2
0	1	0	0	0	0	0	0
3	1	0	0	-1.9	9.2	-1.9	76.7
0	1	0	0	0	0	0	0
3	1	0	0	-67.3	38.9	-27.3	15.6
0	1	0	0	0	0	0	0
3	1	0	0	-15.2	8.7	-7.8	4.5
0	1	0	0	0	0	0	0
3	1	0	0	8.4	-3.1	68.1	-37.7
0	1	0	0	0	0	0	0
3	1	0	0	67.1	38.8	26.8	15.4
0	1	0	0	0	0	0	0
3	1	0	0	15.1	8.6	7.5	4.2
0	1	0	0	0	0	0	0
3	1	0	0	-16.3	-9.6	-67.3	-38.9
