0	1	0	0	0	0	0	0
7	0	-0.008	84.586	3.889	82.336	3.889	82.336
0	0	0	0	0	0	0	0
7	0	13.953	72.508	17.85	70.258	17.85	70.258
0	0	0	0	0	0	0	0
7	0	19.282	81.717	22.775	79.227	15.485	83.921
0	0	0	0	0	0	0	0
7	0	31.386	66.461	35.283	64.211	35.283	64.211
0	0	0	0	0	0	0	0
7	0	45.347	54.383	49.244	52.133	49.244	52.133
0	0	0	0	0	0	0	0
7	1	52.315	42.311	51.564	46.752	56.535	43.882
0	0	0	0	0	0	0	0
7	1	55.817	48.338	56.535	43.882	51.564	46.752
0	0	0	0	0	0	0	0
7	0	73.263	42.295	77.16	40.045	77.16	40.045
0	0	0	0	0	0	0	0
7	1	76.749	24.174	81.232	24.569	75.953	19.745
0	0	0	0	0	0	0	0
7	1	80.436	20.14	75.953	19.745	80.436	15.64
0	0	0	0	0	0	0	0
7	0	55.813	24.172	59.711	21.922	59.711	21.922
0	0	0	0	0	0	0	0
7	0	34.882	36.257	38.779	34.007	38.779	34.007
0	0	0	0	0	0	0	0
7	0	24.419	54.375	28.316	52.125	28.316	52.125
0	0	0	0	0	0	0	0
7	0	10.464	54.384	14.361	52.134	14.361	52.134
0	0	0	0	0	0	0	0
7	0	-10.472	78.561	-6.575	76.311	-6.575	76.311
0	0	0	0	0	0	0	0
7	0	-20.929	72.509	-17.032	70.259	-17.032	70.259
0	0	0	0	0	0	0	0
7	0	-10.458	66.486	-6.561	64.236	-6.561	64.236
0	0	0	0	0	0	0	0
7	0	-6.978	48.334	-3.081	46.084	-3.081	46.084
0	0	0	0	0	0	0	0
7	1	10.446	42.293	13.608	45.49	13.849	39.347
0	0	0	0	0	0	0	0
7	1	17.011	42.544	13.849	39.347	13.608	45.49
0	0	0	0	0	0	0	0
7	0	20.931	24.173	24.828	21.923	24.828	21.923
0	0	0	0	0	0	0	0
7	0	34.887	12.086	38.784	9.836	38.784	9.836
0	0	0	0	0	0	0	0
7	0	52.333	6.043	56.23	3.793	56.23	3.793
0	0	0	0	0	0	0	0
7	1	62.794	0.003	65.948	3.205	66.187	-2.96
0	0	0	0	0	0	0	0
7	1	69.346	0.251	66.187	-2.96	73.645	1.556
0	0	0	0	0	0	0	0
7	1	73.255	6.042	73.645	1.556	68.952	4.728
0	0	0	0	0	0	0	0
7	1	69.346	0.251	68.952	4.728	65.948	3.205
0	0	0	0	0	0	0	0
7	0	76.742	-12.079	80.639	-14.329	80.639	-14.329
0	0	0	0	0	0	0	0
7	0	73.251	-30.225	77.148	-32.475	77.148	-32.475
0	0	0	0	0	0	0	0
7	0	62.772	-24.175	66.67	-26.425	66.67	-26.425
0	0	0	0	0	0	0	0
7	1	45.354	-18.125	41.14	-16.524	46.068	-13.688
0	0	0	0	0	0	0	0
7	1	41.859	-12.078	46.068	-13.688	41.14	-16.524
0	0	0	0	0	0	0	0
7	0	24.422	-6.04	28.319	-8.29	28.319	-8.29
0	0	0	0	0	0	0	0
7	0	10.464	6.025	14.362	3.775	14.362	3.775
0	0	0	0	0	0	0	0
7	0	-0.005	24.171	3.892	21.921	3.892	21.921
0	0	0	0	0	0	0	0
7	0	-10.467	30.211	-6.57	27.961	-6.57	27.961
0	0	0	0	0	0	0	0
7	0	-31.399	42.296	-27.502	40.046	-27.502	40.046
0	0	0	0	0	0	0	0
7	1	-27.909	60.419	-31.688	57.994	-27.19	64.865
0	0	0	0	0	0	0	0
7	1	-31.395	66.462	-27.19	64.865	-35.699	65.148
0	0	0	0	0	0	0	0
7	1	-35.305	60.671	-35.699	65.148	-31.688	57.994
0	0	0	0	0	0	0	0
7	0	-48.832	60.421	-44.935	58.171	-44.935	58.171
0	0	0	0	0	0	0	0
7	0	-59.306	54.378	-55.53	56.84	-61.932	58.031
0	0	0	0	0	0	0	0
7	1	-73.271	42.291	-69.061	40.704	-73.971	37.858
0	0	0	0	0	0	0	0
7	1	-69.771	36.253	-73.971	37.858	-69.061	40.704
0	0	0	0	0	0	0	0
7	0	-48.835	36.255	-44.938	34.005	-44.938	34.005
0	0	0	0	0	0	0	0
7	0	-27.903	24.17	-24.006	21.92	-24.006	21.92
0	0	0	0	0	0	0	0
7	0	-17.446	6.043	-13.549	3.793	-13.549	3.793
0	0	0	0	0	0	0	0
7	0	-0.014	-0.004	3.842	-2.345	3.842	-2.345
0	0	0	0	0	0	0	0
7	0	24.418	-18.127	28.315	-20.377	28.315	-20.377
0	0	0	0	0	0	0	0
7	0	73.252	-42.304	77.154	-44.545	77.154	-44.545
0	0	0	0	0	0	0	0
7	0	62.796	-48.334	66.693	-50.584	66.693	-50.584
0	0	0	0	0	0	0	0
7	1	61.137	-57.548	65.092	-55.537	57.427	-60.014
0	0	0	0	0	0	0	0
7	0	41.864	-36.249	45.762	-38.499	45.762	-38.499
0	0	0	0	0	0	0	0
7	1	31.408	-30.2	31.784	-34.689	27.104	-31.514
0	0	0	0	0	0	0	0
7	1	27.48	-36.003	27.104	-31.514	31.784	-34.689
0	0	0	0	0	0	0	0
7	0	10.467	-30.211	14.364	-32.461	14.364	-32.461
0	0	0	0	0	0	0	0
7	0	3.487	-18.121	7.384	-20.371	7.384	-20.371
0	0	0	0	0	0	0	0
7	0	-20.927	-12.086	-17.029	-14.336	-17.029	-14.336
0	0	0	0	0	0	0	0
7	0	-31.379	6.05	-27.482	3.8	-27.482	3.8
0	0	0	0	0	0	0	0
7	0	-48.839	12.089	-44.942	9.839	-44.942	9.839
0	0	0	0	0	0	0	0
7	0	-59.3	18.129	-55.403	15.879	-55.403	15.879
0	0	0	0	0	0	0	0
7	1	-73.262	18.107	-69.047	16.528	-73.981	13.661
0	0	0	0	0	0	0	0
7	1	-69.766	12.082	-73.981	13.661	-69.047	16.528
0	0	0	0	0	0	0	0
7	1	-45.776	-5.787	-41.984	-3.358	-42.16	-8.464
0	0	0	0	0	0	0	0
7	1	-38.373	-6.043	-42.16	-8.464	-41.984	-3.358
0	0	0	0	0	0	0	0
7	0	-20.926	-24.165	-17.029	-26.415	-17.029	-26.415
0	0	0	0	0	0	0	0
7	0	-6.978	-36.247	-3.081	-38.497	-3.081	-38.497
0	0	0	0	0	0	0	0
7	0	13.953	-48.332	17.851	-50.582	17.851	-50.582
0	0	0	0	0	0	0	0
7	1	34.884	-48.338	38.375	-45.492	38.413	-51.126
0	0	0	0	0	0	0	0
7	1	41.86	-48.336	38.413	-51.126	38.375	-45.492
0	0	0	0	0	0	0	0
7	0	41.861	-60.415	45.753	-62.673	45.753	-62.673
0	0	0	0	0	0	0	0
7	0	24.419	-66.464	28.317	-68.714	28.317	-68.714
0	0	0	0	0	0	0	0
7	0	13.959	-72.503	14.678	-68.057	9.745	-70.901
0	0	0	0	0	0	0	0
7	0	10.473	-66.46	9.745	-70.901	14.678	-68.057
0	0	0	0	0	0	0	0
7	0	-6.973	-60.418	-3.076	-62.668	-3.076	-62.668
0	0	0	0	0	0	0	0
7	0	-20.934	-48.339	-17.037	-50.589	-17.037	-50.589
0	0	0	0	0	0	0	0
7	0	-38.376	-30.209	-34.479	-32.459	-34.479	-32.459
0	0	0	0	0	0	0	0
7	0	-52.323	-18.127	-48.426	-20.377	-48.426	-20.377
0	0	0	0	0	0	0	0
7	0	-59.304	-6.037	-55.407	-8.287	-55.407	-8.287
0	0	0	0	0	0	0	0
7	0	-73.233	-6.043	-69.336	-8.293	-69.336	-8.293
0	0	0	0	0	0	0	0
7	1	-80.418	-24.169	-81.091	-28.653	-80.663	-19.732
0	0	0	0	0	0	0	0
7	0	-69.769	-24.163	-65.872	-26.413	-65.872	-26.413
0	0	0	0	0	0	0	0
7	0	-52.315	-42.311	-48.417	-44.561	-48.417	-44.561
0	0	0	0	0	0	0	0
7	1	-35.304	-60.169	-35.699	-55.692	-31.006	-58.863
0	0	0	0	0	0	0	0
7	1	-31.395	-54.378	-31.006	-58.863	-35.699	-55.692
0	0	0	0	0	0	0	0
7	0	-0.006	-84.59	3.891	-86.84	3.891	-86.84
0	0	0	0	0	0	0	0
7	1	-17.438	-78.544	-19.297	-82.644	-21.44	-76.476
0	0	0	0	0	0	0	0
7	0	-27.908	-72.499	-24.011	-74.749	-24.011	-74.749
0	0	0	0	0	0	0	0
7	0	-48.832	-60.419	-44.934	-62.669	-44.934	-62.669
0	0	0	0	0	0	0	0
7	0	-62.793	-48.34	-58.896	-50.59	-58.896	-50.59
0	0	0	0	0	0	0	0
7	0	-73.254	-42.3	-69.357	-44.55	-69.357	-44.55
0	0	0	0	0	0	0	0
3	1	0	0	20	11.547	64.952	37.5
0	0	0	0	0	0	0	0
5	1	0	0	12.99	-7.5	0	0
0	0	0	0	0	0	0	0
3	1	0	0	35	-20.207	64.952	-37.5
0	0	0	0	0	0	0	0
3	1	0	0	0	-30	0	-75
0	0	0	0	0	0	0	0
5	1	0	0	-12.99	-7.5	0	0
0	0	0	0	0	0	0	0
3	1	0	0	-30	-17.321	-64.952	-37.5
0	0	0	0	0	0	0	0
3	1	0	0	-25.981	15	-60	34.641
0	0	0	0	0	0	0	0
5	1	0	0	0	15	0	0
0	0	0	0	0	0	0	0
3	1	0	0	0	35	0	75
0	0	0	0	0	0	0	0
5	1	0	0	77.942	0	0	0
0	0	0	0	0	0	0	0
5	1	0	0	38.971	-67.5	0	0
0	0	0	0	0	0	0	0
5	1	0	0	-38.971	-67.5	0	0
0	0	0	0	0	0	0	0
5	1	0	0	-77.942	0	0	0
0	0	0	0	0	0	0	0
5	1	0	0	-38.971	67.5	0	0
0	0	0	0	0	0	0	0
5	1	0	0	38.971	67.5	0	0
